FishID,Lake,Mass_g,Ectoparasites_YN,SL_mm,BodyDepth,BuccalCavityLength,Sex_MFU,ProcessedBy,GapeWidth,EpWidth,ProcessedBy,RakerNum,RakerLength1,RakerLength2,RakerLength3,RakerLength4,IRSpace1,IRSpace2,IRSpace3,,Notes
S180431,Watson,0.91,N,46.69,10.5,10.17,M,Bailey,,,,,,,,,,,,,
S180432,Watson,0.83,N,45.23,9.51,10.36,F,Bailey,,,,,,,,,,,,,
S180433,Watson,0.84,N,43.23,10.15,10.06,M,Bailey,,,,,,,,,,,,,
S180434,Watson,0.97,N,50.99,10.16,11.34,F,Bailey,,,,,,,,,,,,,
S180435,Watson,0.87,N,47.16,9.62,11.97,M,Bailey,,,,,,,,,,,,,
S180436,Watson,1.01,N,44.97,10.62,11.46,M,Bailey,,,,,,,,,,,,,
S180437,Watson,0.58,N,41.35,8.84,8.82,F,Bailey,,,,,,,,,,,,,
S180438,Watson,0.58,N,38.53,8.87,9.31,M,Bailey,,,,,,,,,,,,,
S180439,Watson,0.57,N,42,8.49,9.75,M,Bailey,,,,,,,,,,,,,
S180440,Watson,0.45,N,37.15,7.49,8.05,M,Bailey,,,,,,,,,,,,,
S180351,Jean,0.66,N,41.15,9.36,9.92,U,Grant,,,,,,,,,,,,,
S180360,Jean,1,N,43.66,10.55,10.07,F,Grant,,,,,,,,,,,,,
S180359,Jean,0.54,N,36.93,8.58,9.06,M,Grant,,,,,,,,,,,,,
S180358,Jean,0.75,N,41.83,9.36,9.57,M,Grant,,,,,,,,,,,,,
S180357,Jean,1.01,N,44.77,10.66,10.85,F,Grant,,,,,,,,,,,,,
S180356,Jean,1.47,N,46.13,10.99,11.64,F,Grant,,,,,,,,,,,,,
S180355,Jean,0.84,N,41.93,9.87,10.25,M,Grant,,,,,,,,,,,,,
S180354,Jean,0.74,N,41.92,9.56,9.55,F,Grant,,,,,,,,,,,,,
S180353,Jean,0.94,N,44.95,10.21,10.18,M,Grant,,,,,,,,,,,,,
S180352,Jean,1.76,N,48.61,12.22,13,M,Grant,,,,,,,,,,,,,
S180190,Arc,0.64,N,40.25,9.23,8.76,M,Louis,,,,,,,,,,,,,
S180189,Arc,0.83,N,44.17,10.08,8.55,F,Louis,,,,,,,,,,,,,
S180188,Arc,0.69,N,43.98,9.94,8.9,F,Louis,,,,,,,,,,,,,
S180187,Arc,0.59,N,39.74,9.34,8.71,F,Louis,,,,,,,,,,,,,
S180186,Arc,0.69,N,43.52,9.63,8.64,F,Louis,,,,,,,,,,,,,
S180185,Arc,0.79,N,44.44,10.77,8.84,F,Louis,,,,,,,,,,,,,
S180184,Arc,0.61,N,39.66,9.26,8.39,U,Louis,,,,,,,,,,,,,Yellow mucus in the abdomen
S180183,Arc,1.57,N,52.09,12.49,10.9,M,Louis,,,,,,,,,,,,,
S180182,Arc,2.37,N,61.6,16.17,11.21,F,Louis,,,,,,,,,,,,,
S180181,Arc,0.6,N,40.04,9.22,7.47,F,Louis,,,,,,,,,,,,,
S180361,Engineer,1.48,N,51.56,11.57,11.88,F,Louis,,,,,,,,,,,,,
S180362,Engineer,4.07,N,67.97,15.37,16.57,M,Louis,,,,,,,,,,,,,Brown/yellow mucus in the abdomen
S180363,Engineer,1.31,N,52.54,10.11,11.01,F,Louis,,,,,,,,,,,,,
S180364,Engineer,1.8,N,49.65,11.39,11.06,F,Louis,,,,,,,,,,,,,
S180365,Engineer,2.43,N,60.05,13.18,15.25,M,Louis,,,,,,,,,,,,,Yellow mucus in the abdomen
S180366,Engineer,1.81,N,51.82,12.38,9.71,F,Louis,,,,,,,,,,,,,
S180367,Engineer,2.06,N,54.94,12.27,11.77,F,Louis,,,,,,,,,,,,,
S180368,Engineer,1.56,N,49.51,11.1,11.91,F,Louis,,,,,,,,,,,,,
S180369,Engineer,1.99,N,59.21,12.76,12.1,F,Louis,,,,,,,,,,,,,
S180370,Engineer,1.71,N,51.78,12.76,10.25,F,Louis,,,,,,,,,,,,,
S180031,G,1.22,N,49.28,10.82,11.76,F,Louis,,,,,,,,,,,,,
S180032,G,0.63,Y,42.31,8.59,10.27,F,Louis,,,,,,,,,,,,,Mussel
S180033,G,0.83,N,47,9.32,9.84,F,Louis,,,,,,,,,,,,,
S180034,G,0.64,N,41.17,7.67,8.25,F,Louis,,,,,,,,,,,,,
S180035,G,1.04,N,46.53,9.79,10.4,M,Louis,,,,,,,,,,,,,
S180036,G,1.2,N,48.44,10.47,11.44,M,Louis,,,,,,,,,,,,,
S180037,G,1.2,N,50.92,10.1,13.11,M,Louis,,,,,,,,,,,,,
S180038,G,1.24,N,55.28,10.2,12.58,M,Louis,,,,,,,,,,,,,
S180039,G,0.94,N,49.55,9.73,11.56,F,Louis,,,,,,,,,,,,,
S180040,G,0.92,N,44.73,8.14,9.85,F,Louis,,,,,,,,,,,,,
S180269,Ruth,0.43,N,34.15,7.94,8.05,M,Louis,,,,,,,,,,,,,
S180270,Ruth,1.26,N,50.83,11.16,12.78,M,Louis,,,,,,,,,,,,,
S180271,Ruth,0.73,N,41.98,9.18,9.56,F,Louis,,,,,,,,,,,,,
S180272,Ruth,0.67,N,41.95,8.58,10.02,M,Louis,,,,,,,,,,,,,
S180273,Ruth,2.1,N,61.8,13.21,13.73,F,Louis,,,,,,,,,,,,,
S180274,Ruth,0.68,N,40.49,8.92,9.69,F,Louis,,,,,,,,,,,,,
S180275,Ruth,1.85,N,56.72,13.28,12.85,F,Louis,,,,,,,,,,,,,
S180276,Ruth,0.97,N,44.62,10.26,9.37,F,Louis,,,,,,,,,,,,,
S180277,Ruth,0.55,N,39.24,8.06,9,M,Louis,,,,,,,,,,,,,
S180278,Ruth,0.88,N,45.34,9.5,10.42,F,Louis,,,,,,,,,,,,,
S180610,Wik,0.66,N,47.79,6.43,9.92,F,Louis,,,,,,,,,,,,,
S180609,Wik,0.64,N,45.04,7.52,11.14,M,Louis,,,,,,,,,,,,,Tumor
S180608,Wik,0.79,N,46.99,7.56,11.18,F,Louis,,,,,,,,,,,,,
S180607,Wik,0.85,N,48.1,8.76,11.2,M,Louis,,,,,,,,,,,,,
S180606,Wik,0.61,N,44.44,6.86,11.07,M,Louis,,,,,,,,,,,,,Tumor near gonade
S180605,Wik,0.76,N,47.34,8.48,10.45,U,Louis,,,,,,,,,,,,,
S180604,Wik,0.71,N,43.92,8.53,10.36,F,Louis,,,,,,,,,,,,,
S180603,Wik,2.48,Y,58.84,13.34,14.05,F,Louis,,,,,,,,,,,,,Black spot left fin
S180836,Finger,1.58,N,54.79,11.79,11.59,F,Grant,,,,,,,,,,,,,
S180837,Finger,0.58,N,41.35,8.11,8.52,F,Grant,,,,,,,,,,,,,"fibrosis, but no worms"
S180838,Finger,0.56,N,41.58,8.77,8.86,M,Grant,,,,,,,,,,,,,
S180839,Finger,1.31,N,52.07,10.91,10.71,F,Grant,,,,,,,,,,,,,
S180840,Finger,0.93,N,48.19,10.22,10.52,F,Grant,,,,,,,,,,,,,
S180841,Finger,0.8,N,44.31,9.64,9.46,F,Grant,,,,,,,,,,,,,
S180842,Finger,0.72,N,41.78,9.46,9.13,M,Grant,,,,,,,,,,,,,
S180843,Finger,0.76,N,44.62,9.77,10.01,F,Grant,,,,,,,,,,,,,
S180848,Finger,1.04,N,45.77,10.8,10.31,F,Grant,,,,,,,,,,,,,
S180850,Finger,1.2,N,49.05,10.8,10.77,F,Grant,,,,,,,,,,,,,
S180851,Finger,1.02,N,49.94,9.6,10.89,F,Grant,,,,,,,,,,,,,
S180852,Finger,1.03,N,48.99,10.58,11.03,F,Grant,,,,,,,,,,,,,
S180191,Arc,0.6,N,39.56,8.51,7.28,F,Grant,,,,,,,,,,,,,
S180197,Arc,0.52,N,37.61,7.94,7.45,M,Grant,,,,,,,,,,,,,
S180196,Arc,0.65,N,37.66,8.65,7.48,F,Grant,,,,,,,,,,,,,
S180192,Arc,0.83,N,44.62,9.51,8.6,F,Grant,,,,,,,,,,,,,
S180193,Arc,0.65,N,37.12,8.94,7.71,M,Grant,,,,,,,,,,,,,
S180195,Arc,0.48,N,38.24,8.14,8.09,F,Grant,,,,,,,,,,,,,
S180194,Arc,0.87,N,46.57,9.33,8.43,F,Grant,,,,,,,,,,,,,
S180180,Arc,1.06,N,44.1,10.8,9.38,M,Grant,,,,,,,,,,,,,
S180171,Arc,1.4,N,50.3,11.84,11.52,M,Grant,,,,,,,,,,,,,
S180179,Arc,0.94,N,39.77,9.88,8.47,M,Grant,,,,,,,,,,,,,
S180021,G,1.73,N,57.11,12.18,12.79,F,Grant,,,,,,,,,,,,,
S180022,G,1.19,N,49.07,10.19,10.35,F,Grant,,,,,,,,,,,,,
S180023,G,1.86,N,57.26,11.69,13.71,M,Grant,,,,,,,,,,,,,
S180024,G,1.08,N,51.69,9.87,11.44,F,Grant,,,,,,,,,,,,,
S180025,G,1,N,46.63,9.83,10.79,M,Grant,,,,,,,,,,,,,Several round tumors beneath skin
S180026,G,1.34,N,52.65,10.34,13.24,M,Grant,,,,,,,,,,,,,
S180027,G,1.15,N,48.53,9.62,11.45,M,Grant,,,,,,,,,,,,,
S180028,G,0.86,N,47.37,8.76,10.24,F,Grant,,,,,,,,,,,,,
S180029,G,1.72,N,59.15,12.09,15.45,M,Grant,,,,,,,,,,,,,
S180030,G,1.06,N,48.65,9.85,11.08,F,Grant,,,,,,,,,,,,,
S180268,Ruth,1.03,N,47.64,9.77,10.84,M,Grant,,,,,,,,,,,,,
S180267,Ruth,1.39,N,52.02,11.04,10.84,F,Grant,,,,,,,,,,,,,"Apparent fibrosis, but no worms found"
S180266,Ruth,1.07,N,46.49,9.89,9.68,F,Grant,,,,,,,,,,,,,Apparent worm (nematode)? protruding from vent
S180265,Ruth,1.2,N,50.44,10.19,11.67,M,Grant,,,,,,,,,,,,,
S180264,Ruth,1.26,Y,51.47,10.47,11.91,M,Grant,,,,,,,,,,,,,
S180263,Ruth,2.64,Y,63.57,13.5,14.43,F,Grant,,,,,,,,,,,,,
S180262,Ruth,1.03,N,49.36,10.17,11.08,F,Grant,,,,,,,,,,,,,
S180261,Ruth,0.4,N,36.32,6.99,8.33,M,Grant,,,,,,,,,,,,,
S180260,Ruth,0.32,N,30.3,7.05,6.8,U,Grant,,,,,,,,,,,,,
S180259,Ruth,1.62,N,53.96,11.32,12.45,M,Grant,,,,,,,,,,,,,
S180631,Wik,0.7,N,44.57,8,10.29,F,Grant,2.28,4.78,Grant,20,,,,,,,,,
S180632,Wik,1.49,N,58.26,10.71,13.28,F,Grant,2.92,6.36,Grant,22,,,,,,,,,
S180633,Wik,0.57,N,42.37,7.74,10.48,M,Grant,1.96,4.69,Grant,21,,,,,,,,,
S180634,Wik,0.97,N,48.79,9.69,12.08,M,Grant,2.4,5.67,Grant,21,,,,,,,,,
S180627,Wik,1.97,N,54.1,10.45,12.22,F,Grant,2.61,5.85,Grant,20,,,,,,,,,
S180628,Wik,0.84,N,48.26,8.95,11.52,M,Grant,,,,,,,,,,,,,
S180629,Wik,1.33,N,52.1,10.18,11.32,F,Grant,2.96,5.77,Grant,21,,,,,,,,,
S180630,Wik,0.6,N,42.76,8.06,10.01,F,Grant,2.08,4.72,Grant,20,,,,,,,,,
S180623,Wik,0.77,N,46.07,8.44,11.7,M,Grant,,,,,,,,,,,,,
S180624,Wik,0.67,N,44.62,8.19,10.45,M,Grant,2.1,4.94,Grant,22,,,,,,,,,
S180625,Wik,0.62,N,41.68,7.87,9.92,M,Grant,1.89,4.8,Grant,19,,,,,,,,,
S180626,Wik,0.92,N,47.96,9.27,12.17,M,Grant,2.55,5.42,Grant,21,,,,,,,,,
S180935,Long,0.75,Y,44.81,9.1,10.37,M,Grant,2.38,4.95,Grant,23,,,,,,,,,Mussel cyst
S180936,Long,0.76,N,45.02,8.85,10.21,M,Grant,2.46,4.69,Grant,23,,,,,,,,,
S180937,Long,0.84,Y,48.35,8.9,10.58,M,Grant,,,,,,,,,,,,,Mussel cysts
S180938,Long,0.83,N,45.97,8.51,9.73,M,Grant,,,,,,,,,,,,,
S180931,Long,0.85,Y,47.53,9.06,11.11,M,Grant,,,,,,,,,,,,,Mussel cysts
S180932,Long,1.31,Y,53.12,10.24,11.64,F,Grant,,,,,,,,,,,,,
S180933,Long,1.39,Y,53.92,10.63,12.99,M,Grant,,,,,,,,,,,,,
S180934,Long,0.93,N,47.06,9.13,11.55,M,Grant,2.44,5.15,Grant,22,,,,,,,,,
S180710,Long,1.35,Y,53.48,10.62,13.77,M,Grant,,,,,,,,,,,,,
S180711,Long,0.88,N,47.34,9.06,11.34,M,Grant,,,,,,,,,,,,,
S180712,Long,1.27,N,53.34,10.84,13.15,M,Grant,,,,,,,,,,,,,
S180713,Long,0.73,N,46.18,8.45,10.55,M,Grant,,,,,,,,,,,,,
S180320,Ruth,1.69,N,54.42,11.46,11.29,F,Bailey,,,,,,,,,,,,,
S180321,Ruth,0.94,N,47.46,9.66,10.96,F,Bailey,,,,,,,,,,,,,
S180322,Ruth,1.63,N,54.6,11.66,12.34,F,Bailey,,,,,,,,,,,,,
S180323,Ruth,2.47,N,61.42,12.68,15.6,M,Bailey,,,,,,,,,,,,,
S180324,Ruth,1.07,N,48.59,9.74,11.65,F,Bailey,,,,,,,,,,,,,
S180325,Ruth,1.21,Y,52.02,10.08,12.33,M,Bailey,,,,,,,,,,,,,small white parasite under right pec fin
S180326,Ruth,0.78,N,42.25,9.06,9.91,M,Bailey,,,,,,,,,,,,,
S180327,Ruth,0.96,N,44.82,9.73,10.53,F,Bailey,,,,,,,,,,,,,
S180312,Ruth,0.73,N,42.41,8.4,9.33,M,Bailey,,,,,,,,,,,,,
S180909,Walby,0.63,N,42.3,8.62,9.5,F,Grant,2.23,4.71,Grant,18,,,,,,,,,
S180910,Walby,0.59,N,40.58,8.55,9.66,F,Grant,2.25,4.87,Grant,21,,,,,,,,,
S180911,Walby,0.39,N,37.77,7.53,8.27,M,Grant,1.89,4.17,Grant,19,,,,,,,,,
S180912,Walby,0.44,N,37.8,8.11,8.72,F,Grant,2.06,4.63,Grant,20,,,,,,,,,
S180905,Walby,0.6,N,42.5,8.45,10.31,M,Grant,2.08,4.76,Grant,21,,,,,,,,,
S180906,Walby,0.65,N,39.97,8.93,9.68,F,Grant,,,,,,,,,,,,,
S180907,Walby,0.59,N,40.01,8.72,9.93,M,Grant,1.82,4.65,Grant,20,,,,,,,,,
S180908,Walby,0.54,N,37.37,8.14,9.8,F,Grant,,,,,,,,,,,,,
S180901,Walby,0.91,N,44.67,10.11,10.3,F,Grant,2.51,5.35,Grant,21,,,,,,,,,
S180902,Walby,0.96,N,44.14,10.28,9.55,F,Grant,2.5,5.21,Grant,21,,,,,,,,,
S180903,Walby,0.66,N,41.93,8.82,9.81,F,Grant,2.31,4.81,Grant,19,,,,,,,,,
S180904,Walby,1.14,N,48.87,10.47,11.6,M,Grant,2.58,5.45,Grant,21,,,,,,,,,
S180011,G,1.27,N,50.26,10.53,11.94,F,Bailey,,,,,,,,,,,,,
S180012,G,1.37,N,52.24,10.54,12.96,M,Bailey,,,,,,,,,,,,,
S180013,G,0.99,N,48.48,9.26,11.28,F,Bailey,,,,,,,,,,,,,
S180014,G,0.9,N,48.66,9.62,11.37,F,Bailey,,,,,,,,,,,,,
S180016,G,1.31,N,53.99,9.98,11.83,F,Bailey,2.63,5.59,Grant,,,,,,,,,,
S180015,G,0.95,N,50.51,9.79,11.8,F,Bailey,2.48,5.53,Grant,,,,,,,,,,
S180017,G,0.71,N,44.49,8.47,10.17,F,Bailey,2.13,5.13,Grant,,,,,,,,,,
S180018,G,1.76,N,60.95,11.51,14.98,M,Bailey,2.91,6.7,Grant,,,,,,,,,,
S180019,G,0.85,N,44.25,8.56,9.79,F,Bailey,2.56,5.4,Grant,,,,,,,,,,
S180020,G,1.82,N,56.61,12.05,14.02,M,Bailey,,,,,,,,,,,,,
S180501,Jean,1.15,N,44.18,11.12,10.37,M,Grant,,,,,,,,,,,,,
S180502,Jean,1.23,N,44.4,12,10.15,F,Grant,,,,,,,,,,,,,
S180503,Jean,1.24,N,47.78,11.57,11.8,F,Grant,,,,,,,,,,,,,
S180504,Jean,0.78,N,45.47,9.94,11.07,F,Grant,,,,,,,,,,,,,
S180505,Jean,0.83,N,43.05,10.16,10.3,M,Grant,2.25,5.45,Grant,20,,,,,,,,,
S180506,Jean,0.69,N,43.6,9.61,9.79,F,Grant,,,,,,,,,,,,,
S180507,Jean,0.97,N,47.33,10.2,10.16,F,Grant,2.57,5.53,Grant,18,,,,,,,,,
S180508,Jean,0.63,N,37.3,9.12,8.61,M,Grant,,,,,,,,,,,,,
S180509,Jean,0.39,N,36.95,8.08,8.37,F,Grant,,,,,,,,,,,,,
S180510,Jean,0.67,N,40.79,9.29,9.12,F,Grant,2.23,4.85,Grant,21,,,,,,,,,
S180856,Finger,1.27,N,50.73,11.53,10.32,F,Grant,2.67,5.54,Grant,19,,,,,,,,,
S180855,Finger,0.72,N,43.73,9.27,8.91,M,Grant,,,,,,,,,,,,,
S180854,Finger,1.39,N,54.69,10.97,11.5,F,Grant,,,,,,,,,,,,,
S180853,Finger,0.94,N,46.92,10.41,10.69,F,Grant,,,,,,,,,,,,,
S180828,Finger,1.2,N,50.59,10.59,11.08,M,Grant,,,,,,,,,,,,,Nematode? in gut
S180829,Finger,1.25,N,50.56,10.53,10.65,F,Grant,,,,,,,,,,,,,
S180830,Finger,1.33,N,49.01,11.38,10.18,F,Grant,,,,,,,,,,,,,
S180831,Finger,0.8,N,42.98,9.44,9.81,F,Grant,,,,,,,,,,,,,
S180790,Finger,0.53,N,40.91,7.98,8.55,M,Grant,,,,,,,,,,,,,
S180791,Finger,0.48,N,39.87,7.93,7.97,M,Grant,,,,,,,,,,,,,
S180826,Finger,0.95,N,46.82,9.72,10.09,F,Grant,,,,,,,,,,,,,
S180827,Finger,0.4,N,37.38,7.77,7.95,M,Grant,,,,,,,,,,,,,
S180172,Arc,1.16,N,45.31,10.28,8.81,F,Grant,,,,,,,,,,,,,
S180173,Arc,1.15,N,45.91,10.37,8.98,F,Grant,,,,,,,,,,,,,
S180174,Arc,2.26,N,61.63,13.78,11.21,F,Grant,,,,,,,,,,,,,
S180175,Arc,2.16,N,60.28,13.93,12.33,M,Grant,,,,,,,,,,,,,
S180176,Arc,2.06,N,56.34,13.32,12.39,M,Grant,,,,,,,,,,,,,
S180177,Arc,1.06,N,43.14,10.14,7.68,F,Grant,,,,,,,,,,,,,
S180178,Arc,0.75,N,44.99,9.18,8.89,F,Grant,,,,,,,,,,,,,
S180718,Long,1.06,N,51.39,9.75,12.07,M,Bailey,,,,,,,,,,,,,
S180719,Long,1.61,N,56.88,11.46,14.03,M,Bailey,,,,,,,,,,,,,
S180720,Long,0.86,N,47.46,9.84,10.44,F,Bailey,,,,,,,,,,,,,
S180721,Long,0.98,N,49.8,9.51,12.2,M,Bailey,,,,,,,,,,,,,
S180714,Long,0.74,N,45.85,8.71,10.8,M,Bailey,,,,,,,,,,,,,
S180715,Long,0.73,N,44.65,8.5,10.1,M,Bailey,,,,,,,,,,,,,
S180716,Long,0.64,N,43.61,8.29,10.35,M,Bailey,,,,,,,,,,,,,
S180717,Long,0.99,N,49.88,9.92,11.09,F,Bailey,,,,,,,,,,,,,
S180001,G,1.37,N,56.44,10.4,13.79,M,Bailey,,,,,,,,,,,,,
S180002,G,1.13,N,52.28,10.14,12.7,F,Bailey,,,,,,,,,,,,,
S180003,G,1.18,N,51.31,9.81,13.38,M,Bailey,,,,,,,,,,,,,
S180004,G,1.26,N,52.31,10.63,13.23,M,Bailey,,,,,,,,,,,,,
S180005,G,0.69,N,43.43,8.45,9.45,F,Bailey,,,,,,,,,,,,,
S180006,G,1.17,Y,50.16,10.75,12.6,M,Bailey,,,,,,,,,,,,,White spots on side and back
S180007,G,0.66,N,43.8,8.97,10.01,F,Bailey,,,,,,,,,,,,,
S180008,G,1.09,N,48.39,9.7,11.96,M,Bailey,,,,,,,,,,,,,
S180009,G,0.58,N,40.85,8.08,9.31,F,Bailey,,,,,,,,,,,,,
S180010,G,1.53,N,56.59,11.34,14.1,M,Bailey,2.81,6.25,Grant,20,,,,,,,,,
S180081,G,1.21,N,50.36,10.44,11.06,F,Grant,,,,,,,,,,,,,
S180082,G,1.44,N,54.25,11.01,11.76,F,Grant,2.7,5.99,Grant,21,,,,,,,,,
S180083,G,1.02,N,50.06,9.26,10.9,F,Grant,,,,,,,,,,,,,
S180084,G,1.84,N,56.88,11.44,12.78,M,Grant,2.96,6.46,Grant,21,,,,,,,,,
S180085,G,1.9,N,56.47,12.13,13.72,M,Grant,,,,,,,,,,,,,
S180086,G,0.77,N,43.65,9.23,8.8,F,Grant,,,,,,,,,,,,,
S180087,G,1.57,N,54.67,11.22,12.83,M,Grant,2.71,6.4,Grant,19,,,,,,,,,
S180088,G,0.96,N,49.4,9.54,11.5,F,Grant,,,,,,,,,,,,,
S180089,G,0.8,N,44.19,9.53,9.22,F,Grant,,,,,,,,,,,,,
S180090,G,1.65,N,52.41,11.33,12.68,M,Grant,,,,,,,,,,,,,
S180071,G,1.15,N,51.31,10.07,12.67,M,Bailey ,,,,,,,,,,,,,
S180072,G,1.62,N,54.33,10.87,13.47,M,Bailey ,,,,,,,,,,,,,
S180073,G,1.34,N,49.68,10.45,10.87,F,Bailey ,,,,,,,,,,,,,
S180074,G,1.56,N,54.08,11.46,13.02,M,Bailey ,,,,,,,,,,,,,
S180075,G,1.52,N,55.36,11.14,14.28,M,Bailey ,,,,,,,,,,,,,
S180076,G,2.39,N,61.41,12.46,16.24,M,Bailey ,,,,,,,,,,,,,
S180077,G,1.44,N,56.02,10.47,13.38,M,Bailey ,,,,,,,,,,,,,
S180078,G,1.17,N,49,9.75,11.31,F,Bailey ,,,,,,,,,,,,,
S180079,G,1.54,N,54.36,10.74,13.67,M,Bailey ,2.94,5.98,Grant,21,,,,,,,,,
S180080,G,1.96,N,59.22,11.58,15.6,M,Bailey ,,,,,,,,,,,,,